genome,species,SGB,species_name,Quality_score,Genome_quality,VMGC_representative,genome_is_VMGC_representative,representative,genome_is_representative
SRR17635698.mbin.44,988627,SGB011,Sneathia vaginalis,96.59,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
SRR17635698.mbin.40,460020,SGB309,Peptococcaceae_unknown,96.58,high-quality,SRR17635698.mbin.40,1,SRR17635698.mbin.40,1
MG1276.mbin.15,240891,SGB001,Lactobacillus iners,96.58,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG196.mbin.5,240891,SGB001,Lactobacillus iners,96.58,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG462.mbin.19,941235,SGB014,Prevotella timonensis_A,96.58,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1271.mbin.2,619501,SGB002,Fannyhessea vaginae,96.58,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG606.mbin.12,619501,SGB002,Fannyhessea vaginae,96.58,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
ERR10898105.sbin.2,223646,SGB064,Lactobacillus paragasseri,96.58,high-quality,GCF_900636895.1,0,GCF_019459585.1,0
MG933.mbin.23,719869,SGB013,Prevotella_unknown,96.58,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG1053.mbin.28,916256,SGB030,Mobiluncus mulieris,96.58,high-quality,MG190.mbin.7,0,MG190.mbin.7,0
MG1164.mbin.22,309208,SGB051,Peptoniphilus_A vaginalis,96.58,high-quality,GCF_900176605.1,0,GCF_900176605.1,0
P10709581.mbin.16,988627,SGB011,Sneathia vaginalis,96.58,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
GV18.mbin.17,619501,SGB002,Fannyhessea vaginae,96.57,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SAMN00147431.mbin.5,619501,SGB002,Fannyhessea vaginae,96.57,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR13167630.mbin.3,783244,SGB004,Bifidobacterium vaginale,96.57,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG301.sbin.15,379267,SGB015,Fannyhessea_unknown,96.57,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1201.mbin.25,123406,SGB010,UBA629 sp005465875 (BVAB1),96.57,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG614.mbin.5,123406,SGB010,UBA629 sp005465875 (BVAB1),96.57,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG337.mbin.5,204857,SGB049,Anaerococcus tetradius,96.57,high-quality,SRR12830911.sbin.35,0,SRR12830911.sbin.35,0
MG1201.mbin.17,136202,SGB079,Porphyromonas_unknown,96.57,high-quality,MG996.mbin.23,0,P10709701.sbin.8,0
SRR17635740.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,96.57,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG1053.mbin.1,921722,SGB017,Parvimonas sp001552895,96.57,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG454.mbin.12,921722,SGB017,Parvimonas sp001552895,96.57,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG679.mbin.8,921722,SGB017,Parvimonas sp001552895,96.57,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG291.mbin.14,379267,SGB073,Fannyhessea_unknown,96.57,high-quality,MG410.sbin.17,0,MG410.sbin.17,0
SRR13167630.sbin.1,240891,SGB001,Lactobacillus iners,96.56,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
ERR10898045.mbin.5,367459,SGB005,Bifidobacterium swidsinskii,96.56,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
ERR10897813.mbin.1,783244,SGB004,Bifidobacterium vaginale,96.56,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG158.mbin.15,498055,SGB007,Prevotella amnii,96.56,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG242.sbin.19,320153,SGB023,Megasphaera hutchinsoni,96.56,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG1272.mbin.19,988627,SGB011,Sneathia vaginalis,96.56,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG94.mbin.18,581434,SGB021,Sneathia sanguinegens,96.56,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG1038.sbin.18,664635,SGB120,Peptoniphilus_B_unknown,96.56,high-quality,MG337.mbin.7,0,MG337.mbin.7,0
SRR12018929.sbin.1,240891,SGB001,Lactobacillus iners,96.55,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR11749269.sbin.3,619501,SGB002,Fannyhessea vaginae,96.55,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR12830916.mbin.3,619501,SGB002,Fannyhessea vaginae,96.55,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG507.sbin.11,571325,SGB018,Lactobacillus jensenii,96.55,high-quality,GCF_027155795.1,0,GCF_027155795.1,0
MG251.mbin.1,667712,SGB012,Dialister sp001553355,96.55,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG325.mbin.2,667712,SGB012,Dialister sp001553355,96.55,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG87.sbin.22,667712,SGB012,Dialister sp001553355,96.55,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1334.mbin.31,879245,SGB037,Peptoniphilus_A lacrimalis,96.55,high-quality,MG1317.sbin.30,0,MG1317.sbin.30,0
MG521.mbin.3,665829,SGB034,Mageeibacillus indolicus (BVAB3),96.55,high-quality,GCF_000025225.2,0,GCF_000025225.2,0
SRR17635737.mbin.22,105986,SGB038,Nanoperiomorbus sp004136275,96.55,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG260.mbin.1,379267,SGB073,Fannyhessea_unknown,96.55,high-quality,MG410.sbin.17,0,MG410.sbin.17,0
MG90.mbin.5,619501,SGB002,Fannyhessea vaginae,96.54,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR17635804.mbin.8,619501,SGB002,Fannyhessea vaginae,96.54,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
ERR10897726.sbin.1,611554,SGB031,Lactobacillus gasseri,96.54,high-quality,GCF_000439915.2,0,GCF_000439915.2,0
SRR12830911.mbin.4,667712,SGB012,Dialister sp001553355,96.54,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
SRR17635741.mbin.5,105986,SGB038,Nanoperiomorbus sp004136275,96.54,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG295.mbin.9,625126,SGB074,Porphyromonas sp001552775,96.53,high-quality,MG295.mbin.9,1,MG295.mbin.9,1
MG95.mbin.19,339874,SGB622,Streptococcus_unknown,96.53,high-quality,MG95.mbin.19,1,ERR10898063.mbin.1,0
SRR17635502.mbin.8,619501,SGB002,Fannyhessea vaginae,96.53,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR6748212.mbin.1,403858,SGB087,Peptoniphilus_A harei_A,96.53,high-quality,GCF_001546555.1,0,GCF_001546555.1,0
MG1303.sbin.14,921722,SGB017,Parvimonas sp001552895,96.53,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
GCF_001552975.1,207829,SGB505,Lachnoanaerobaculum orale,96.52,high-quality,GCF_001552975.1,1,GCF_001552975.1,1
PV48.sbin.6,619501,SGB002,Fannyhessea vaginae,96.52,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR18765405.mbin.20,320153,SGB023,Megasphaera hutchinsoni,96.52,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG923.mbin.20,123406,SGB010,UBA629 sp005465875 (BVAB1),96.52,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR17635716.sbin.17,536396,SGB050,Peptostreptococcus anaerobius,96.52,high-quality,SRR16470951.mbin.17,0,SRR16470951.mbin.17,0
MG495.mbin.30,625126,SGB074,Porphyromonas sp001552775,96.52,high-quality,MG295.mbin.9,0,MG295.mbin.9,0
SRR17635465.mbin.22,332460,SGB048,Prevotella disiens,96.52,high-quality,GCF_000179675.1,0,GCF_000179675.1,0
MG236.mbin.24,936138,SGB047,Cryptobacteroides_unknown,96.52,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
MG87.mbin.1,482453,SGB619,Nanoperiomorbus_unknown,96.51,high-quality,MG87.mbin.1,1,MG368.mbin.8,0
ERR10897816.mbin.2,240891,SGB001,Lactobacillus iners,96.51,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR17635770.mbin.8,240891,SGB001,Lactobacillus iners,96.51,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1195.mbin.5,941235,SGB014,Prevotella timonensis_A,96.51,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
ERR10898120.sbin.7,619501,SGB002,Fannyhessea vaginae,96.51,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG688.mbin.5,619501,SGB002,Fannyhessea vaginae,96.51,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG657.mbin.18,320153,SGB023,Megasphaera hutchinsoni,96.51,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
SRR16916875.mbin.26,320153,SGB023,Megasphaera hutchinsoni,96.51,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG242.sbin.15,379267,SGB015,Fannyhessea_unknown,96.51,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1262.mbin.29,936138,SGB047,Cryptobacteroides_unknown,96.51,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
MG117.mbin.3,379267,SGB073,Fannyhessea_unknown,96.51,high-quality,MG410.sbin.17,0,MG410.sbin.17,0
GCF_001546145.1,276312,SGB132,Alloscardovia omnicolens,96.51,high-quality,MG247.mbin.1,0,MG247.mbin.1,0
MG162.mbin.4,123406,SGB010,UBA629 sp005465875 (BVAB1),96.5,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR17635597.mbin.15,123406,SGB010,UBA629 sp005465875 (BVAB1),96.5,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG101.sbin.27,667712,SGB012,Dialister sp001553355,96.5,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1172.mbin.31,988627,SGB011,Sneathia vaginalis,96.5,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG205.mbin.2,988627,SGB011,Sneathia vaginalis,96.5,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
SRR16916860.sbin.14,988627,SGB011,Sneathia vaginalis,96.5,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG117.mbin.19,581434,SGB021,Sneathia sanguinegens,96.5,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG676.mbin.6,581434,SGB021,Sneathia sanguinegens,96.5,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG1333.mbin.4,697687,SGB045,Gemella asaccharolytica,96.5,high-quality,MG1038.mbin.15,0,MG1038.mbin.15,0
MG1160.mbin.4,240891,SGB001,Lactobacillus iners,96.49,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
GCF_003408815.1,367459,SGB005,Bifidobacterium swidsinskii,96.49,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
MG694.mbin.20,123406,SGB010,UBA629 sp005465875 (BVAB1),96.49,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG700.mbin.4,123406,SGB010,UBA629 sp005465875 (BVAB1),96.49,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG85.mbin.13,988627,SGB011,Sneathia vaginalis,96.49,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG1053.mbin.9,382359,SGB022,Prevotella sp000758925,96.49,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
MG1244.mbin.39,921722,SGB017,Parvimonas sp001552895,96.49,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG944.sbin.4,240891,SGB001,Lactobacillus iners,96.48,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG961.mbin.3,619501,SGB002,Fannyhessea vaginae,96.48,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG663.mbin.7,719869,SGB035,Prevotella_unknown,96.48,high-quality,MG214.mbin.27,0,MG836.mbin.11,0
MG554.sbin.19,941235,SGB014,Prevotella timonensis_A,96.47,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1066.mbin.26,123406,SGB010,UBA629 sp005465875 (BVAB1),96.47,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG663.mbin.29,123406,SGB010,UBA629 sp005465875 (BVAB1),96.47,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG1338.mbin.62,916256,SGB030,Mobiluncus mulieris,96.47,high-quality,MG190.mbin.7,0,MG190.mbin.7,0
MG1061.mbin.23,382359,SGB022,Prevotella sp000758925,96.47,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
MG898.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,96.47,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG5.sbin.1,936138,SGB047,Cryptobacteroides_unknown,96.47,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
SRR21425839.sbin.1,240891,SGB001,Lactobacillus iners,96.46,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
SRR16470937.mbin.3,619501,SGB002,Fannyhessea vaginae,96.46,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR21425832.sbin.13,379267,SGB015,Fannyhessea_unknown,96.46,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
SRR17635471.mbin.18,536396,SGB050,Peptostreptococcus anaerobius,96.46,high-quality,SRR16470951.mbin.17,0,SRR16470951.mbin.17,0
MG325.mbin.22,936138,SGB047,Cryptobacteroides_unknown,96.46,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
MG16.mbin.17,987302,SGB210,Stomatobaculum naviforme,96.45,high-quality,MG16.mbin.17,1,MG16.mbin.17,1
MG1366.mbin.1,240891,SGB001,Lactobacillus iners,96.45,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
ERR10898057.mbin.3,783244,SGB004,Bifidobacterium vaginale,96.45,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
ERR10897622.sbin.4,611554,SGB031,Lactobacillus gasseri,96.45,high-quality,GCF_000439915.2,0,GCF_000439915.2,0
MG1280.mbin.13,719869,SGB013,Prevotella_unknown,96.45,high-quality,MG836.mbin.11,0,MG836.mbin.11,0
MG537.mbin.10,123406,SGB010,UBA629 sp005465875 (BVAB1),96.45,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG610.mbin.2,123406,SGB010,UBA629 sp005465875 (BVAB1),96.45,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR17635769.sbin.1,499721,SGB040,Lactobacillus mulieris,96.45,high-quality,GCF_000159335.1,0,GCF_000159335.1,0
SRR16916864.mbin.15,819830,SGB239,Haemophilus_D_unknown,96.45,high-quality,ERR10897738.sbin.1,0,ERR10897738.sbin.1,0
MG649.mbin.8,988627,SGB011,Sneathia vaginalis,96.45,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
GCF_000159515.1,658388,SGB473,Sphingobacterium spiritivorum_A,96.44,high-quality,GCF_000159515.1,1,GCF_000159515.1,1
MG1198.mbin.2,619501,SGB002,Fannyhessea vaginae,96.44,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG290.mbin.5,619501,SGB002,Fannyhessea vaginae,96.44,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG880.mbin.5,619501,SGB002,Fannyhessea vaginae,96.44,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
P10709461.mbin.10,619501,SGB002,Fannyhessea vaginae,96.44,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR17635500.mbin.7,619501,SGB002,Fannyhessea vaginae,96.44,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
SRR17635466.sbin.4,123406,SGB010,UBA629 sp005465875 (BVAB1),96.44,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG196.mbin.3,581434,SGB021,Sneathia sanguinegens,96.44,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG1215.mbin.12,921722,SGB017,Parvimonas sp001552895,96.44,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG1164.sbin.16,936138,SGB047,Cryptobacteroides_unknown,96.44,high-quality,MG1155.mbin.20,0,ERR10897925.mbin.61,0
MG1302.mbin.25,719869,SGB054,Prevotella_unknown,96.44,high-quality,MG691.mbin.15,0,MG836.mbin.11,0
SRR17635589.mbin.4,900875,SGB025,Prevotella bivia,96.43,high-quality,MG238.mbin.3,0,MG238.mbin.3,0
GCF_019278105.1,988598,SGB039,Lactobacillus crispatus,96.43,high-quality,GCF_019537355.1,0,GCF_000162255.1,0
GCF_019278135.1,988598,SGB039,Lactobacillus crispatus,96.43,high-quality,GCF_019537355.1,0,GCF_000162255.1,0
SRR6748170.mbin.1,783244,SGB004,Bifidobacterium vaginale,96.43,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
SRR18765398.mbin.4,498055,SGB007,Prevotella amnii,96.43,high-quality,MG1206.mbin.20,0,MG1206.mbin.20,0
MG270.mbin.18,123406,SGB010,UBA629 sp005465875 (BVAB1),96.43,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16916860.mbin.25,309208,SGB096,Peptoniphilus_A vaginalis,96.43,high-quality,SRR16916867.mbin.10,0,GCF_900176605.1,0
MG655.mbin.6,240891,SGB001,Lactobacillus iners,96.42,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG59.mbin.6,619501,SGB002,Fannyhessea vaginae,96.42,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG180.mbin.6,379267,SGB015,Fannyhessea_unknown,96.42,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG691.mbin.16,379267,SGB015,Fannyhessea_unknown,96.42,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG187.mbin.21,123406,SGB010,UBA629 sp005465875 (BVAB1),96.42,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG693.sbin.5,719869,SGB035,Prevotella_unknown,96.42,high-quality,MG214.mbin.27,0,MG836.mbin.11,0
SRR17635703.mbin.3,317932,SGB310,Dermabacter hominis,96.41,high-quality,SRR17635703.mbin.3,1,SRR17635703.mbin.3,1
MG535.mbin.32,240891,SGB001,Lactobacillus iners,96.41,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG19.mbin.21,123406,SGB010,UBA629 sp005465875 (BVAB1),96.41,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16916863.mbin.25,123406,SGB010,UBA629 sp005465875 (BVAB1),96.41,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
P10709681.mbin.20,879245,SGB037,Peptoniphilus_A lacrimalis,96.41,high-quality,MG1317.sbin.30,0,MG1317.sbin.30,0
SRR12830910.mbin.24,105986,SGB038,Nanoperiomorbus sp004136275,96.41,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
SRR16470981.mbin.15,505334,SGB161,Ureaplasma urealyticum,96.41,high-quality,GCF_003326135.1,0,GCF_003326135.1,0
MG288.mbin.31,320153,SGB023,Megasphaera hutchinsoni,96.4,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG1507.sbin.12,123406,SGB010,UBA629 sp005465875 (BVAB1),96.4,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG1306.mbin.23,879245,SGB037,Peptoniphilus_A lacrimalis,96.4,high-quality,MG1317.sbin.30,0,MG1317.sbin.30,0
MG325.mbin.12,916256,SGB030,Mobiluncus mulieris,96.4,high-quality,MG190.mbin.7,0,MG190.mbin.7,0
SRR16916864.mbin.13,581434,SGB021,Sneathia sanguinegens,96.4,high-quality,SRR17635677.sbin.16,0,SRR17635677.sbin.16,0
MG1150.mbin.6,719869,SGB035,Prevotella_unknown,96.4,high-quality,MG214.mbin.27,0,MG836.mbin.11,0
SRR17635680.mbin.5,462889,SGB055,Mobiluncus curtisii,96.4,high-quality,GCF_000196535.1,0,GCF_000196535.1,0
MG1258.mbin.8,619501,SGB002,Fannyhessea vaginae,96.39,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1211.mbin.6,379267,SGB015,Fannyhessea_unknown,96.39,high-quality,MG918.mbin.24,0,MG410.sbin.17,0
MG1304.sbin.13,988627,SGB011,Sneathia vaginalis,96.39,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG182.mbin.5,988627,SGB011,Sneathia vaginalis,96.39,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG354.mbin.15,988627,SGB011,Sneathia vaginalis,96.39,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG399.mbin.10,941235,SGB014,Prevotella timonensis_A,96.38,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG84.mbin.7,367459,SGB005,Bifidobacterium swidsinskii,96.38,high-quality,MG1112.mbin.9,0,MG1112.mbin.9,0
ERR10897779.mbin.2,783244,SGB004,Bifidobacterium vaginale,96.38,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
ERR10898024.mbin.1,595185,SGB026,Bifidobacterium piotii,96.38,high-quality,SRR13167550.mbin.1,0,SRR13167550.mbin.1,0
MG231.mbin.3,123406,SGB010,UBA629 sp005465875 (BVAB1),96.38,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG1065.mbin.7,524101,SGB043,Metamycoplasma hominis,96.38,high-quality,P10708995.mbin.16,0,P10708995.mbin.16,0
MG484.mbin.2,382359,SGB022,Prevotella sp000758925,96.38,high-quality,MG160.sbin.15,0,MG160.sbin.15,0
SRR17284245.mbin.1,619501,SGB002,Fannyhessea vaginae,96.37,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
GCA_023277545.1,783244,SGB004,Bifidobacterium vaginale,96.37,high-quality,ERR10897722.mbin.1,0,ERR10897722.mbin.1,0
MG826.mbin.10,320153,SGB023,Megasphaera hutchinsoni,96.37,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
ERR4421551.sbin.1,223646,SGB064,Lactobacillus paragasseri,96.37,high-quality,GCF_900636895.1,0,GCF_019459585.1,0
SRR17635585.mbin.13,123406,SGB010,UBA629 sp005465875 (BVAB1),96.37,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16916864.mbin.12,679715,SGB094,Staphylococcus epidermidis,96.37,high-quality,GCF_001809495.1,0,GCF_001809495.1,0
SRR17635474.mbin.5,667712,SGB012,Dialister sp001553355,96.37,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG257.mbin.21,916256,SGB030,Mobiluncus mulieris,96.37,high-quality,MG190.mbin.7,0,MG190.mbin.7,0
MG1257.sbin.10,988627,SGB011,Sneathia vaginalis,96.37,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG654.mbin.23,921722,SGB017,Parvimonas sp001552895,96.37,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG75.mbin.14,482453,SGB183,Nanoperiomorbus_unknown,96.36,high-quality,MG75.mbin.14,1,MG368.mbin.8,0
MG511.mbin.9,927036,SGB016,Bifidobacterium vaginale_A,96.36,high-quality,MG554.mbin.9,0,MG554.mbin.9,0
MG1279.sbin.4,123406,SGB010,UBA629 sp005465875 (BVAB1),96.36,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
ERR10897775.sbin.3,900798,SGB197,Prevotella denticola,96.36,high-quality,GCF_000191765.2,0,GCF_000191765.2,0
MG935.sbin.21,667712,SGB012,Dialister sp001553355,96.36,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG945.sbin.1,942410,SGB621,Streptococcus oralis_S,96.35,high-quality,MG945.sbin.1,1,MG945.sbin.1,1
MG1384.sbin.2,240891,SGB001,Lactobacillus iners,96.35,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1263.mbin.33,619501,SGB002,Fannyhessea vaginae,96.35,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
ERR10897913.mbin.1,861111,SGB033,Streptococcus agalactiae,96.35,high-quality,GCF_001398875.1,0,GCF_001398875.1,0
MG1359.sbin.1,744675,SGB110,Malacoplasma_A girerdii,96.35,high-quality,MG5.sbin.44,0,MG5.sbin.44,0
SRR12018955.mbin.5,619501,SGB002,Fannyhessea vaginae,96.34,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG82.mbin.7,667712,SGB012,Dialister sp001553355,96.34,high-quality,MG666.mbin.6,0,MG666.mbin.6,0
MG1167.mbin.55,988627,SGB011,Sneathia vaginalis,96.34,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
SAMN00141927.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,96.34,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG399.mbin.15,921722,SGB017,Parvimonas sp001552895,96.34,high-quality,MG61.mbin.16,0,MG61.mbin.16,0
MG479.mbin.1,719869,SGB054,Prevotella_unknown,96.34,high-quality,MG691.mbin.15,0,MG836.mbin.11,0
MG1326.mbin.19,941235,SGB014,Prevotella timonensis_A,96.33,high-quality,P10708985.mbin.1,0,P10708985.mbin.1,0
MG1148.sbin.14,619501,SGB002,Fannyhessea vaginae,96.33,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1049.mbin.16,123406,SGB010,UBA629 sp005465875 (BVAB1),96.33,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16916853.mbin.15,123406,SGB010,UBA629 sp005465875 (BVAB1),96.33,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG484.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,96.33,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG1249.sbin.34,719869,SGB035,Prevotella_unknown,96.33,high-quality,MG214.mbin.27,0,MG836.mbin.11,0
MG511.mbin.8,619501,SGB002,Fannyhessea vaginae,96.32,high-quality,GCF_001562845.1,0,GCF_001562845.1,0
MG1203.mbin.7,123406,SGB010,UBA629 sp005465875 (BVAB1),96.32,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG1354.sbin.31,524101,SGB043,Metamycoplasma hominis,96.32,high-quality,P10708995.mbin.16,0,P10708995.mbin.16,0
MG13.mbin.4,105986,SGB038,Nanoperiomorbus sp004136275,96.32,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG255.mbin.1,105986,SGB038,Nanoperiomorbus sp004136275,96.32,high-quality,MG42.mbin.28,0,MG42.mbin.28,0
MG1255.mbin.1,240891,SGB001,Lactobacillus iners,96.31,high-quality,SRR17284223.mbin.1,0,SRR17284223.mbin.1,0
MG1050.mbin.14,123406,SGB010,UBA629 sp005465875 (BVAB1),96.31,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
SRR16470981.mbin.1,978264,SGB114,Anaerococcus lactolyticus,96.31,high-quality,GCF_000758765.1,0,GCF_000758765.1,0
MG171.mbin.4,988627,SGB011,Sneathia vaginalis,96.31,high-quality,MG222.mbin.16,0,MG222.mbin.16,0
MG449.sbin.12,320153,SGB023,Megasphaera hutchinsoni,96.3,high-quality,MG1064.mbin.4,0,MG1064.mbin.4,0
MG1262.mbin.6,123406,SGB010,UBA629 sp005465875 (BVAB1),96.3,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
MG204.mbin.20,123406,SGB010,UBA629 sp005465875 (BVAB1),96.3,high-quality,MG390.mbin.2,0,MG390.mbin.2,0
